label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
C,0.4769912362098694,0.180948793888092,-0.0347291380167007,0.9997782707214355,0.5119481682777405,0.2187402099370956,-0.1211030483245849,0.9999751448631288,0.5027922987937927,0.2302123457193374,0.1482780575752258,0.9967033863067628,0.4995696246623993,0.3207131326198578,0.1763807833194732,0.0124163702130317,0.4978188276290893,0.3060096800327301,-0.150393009185791,0.9927437901496888,0.4776218235492706,0.274986982345581,0.1069710180163383,0.0182944796979427,0.458720326423645,0.2662055492401123,-0.0800714120268821,0.9683529734611512,0.5134572386741638,0.4205961227416992,-0.0861544534564018,0.9990090727806092,0.5082640051841736,0.4242995381355285,0.0863243862986564,0.9950142502784728
C,0.4796754419803619,0.1788847744464874,-0.0971030890941619,0.999672532081604,0.5136063694953918,0.2172307819128036,-0.1355633735656738,0.99997478723526,0.503055989742279,0.2312460541725158,0.15032559633255,0.9940138459205629,0.5013929009437561,0.3255726993083954,0.1839537173509597,0.0152337262406945,0.5052500367164612,0.313194990158081,-0.1733013689517974,0.9944724440574646,0.472244381904602,0.3216576874256134,0.0760045200586319,0.0284516960382461,0.4509106874465942,0.3155253231525421,-0.142969012260437,0.9786053895950316,0.5151095986366272,0.4212075173854828,-0.0881994515657424,0.9985433220863342,0.5088064670562744,0.4248612523078918,0.088391974568367,0.9923586845397948
C,0.4802770614624023,0.1776709109544754,-0.1079136878252029,0.9995719194412231,0.5133330821990967,0.2172122299671173,-0.1413396596908569,0.9999753832817078,0.5037767887115479,0.2309375554323196,0.1501985341310501,0.993083953857422,0.5024263262748718,0.3262361884117126,0.1895522177219391,0.0149604901671409,0.504866898059845,0.317672461271286,-0.1699849814176559,0.9949551820755004,0.4749802947044372,0.3318025171756744,0.0869861096143722,0.0278234146535396,0.4492150843143463,0.3249009847640991,-0.1376117914915084,0.9801571369171144,0.5154290795326233,0.4213816225528717,-0.0884847342967987,0.9982308149337769,0.5099645853042603,0.4247721433639526,0.0886860862374305,0.9909337162971495
C,0.4807671010494232,0.1752992868423462,-0.1257337033748626,0.9994546175003052,0.510383129119873,0.2172567099332809,-0.143370509147644,0.9999755024909972,0.5055376887321472,0.2278338372707367,0.1439445316791534,0.9914716482162476,0.5078006386756897,0.3273169100284576,0.2116391807794571,0.0130479345098137,0.5049129128456116,0.3225246965885162,-0.1685218214988708,0.9955391883850098,0.4883300364017486,0.3526684045791626,0.1508179754018783,0.0239487253129482,0.4496300518512726,0.3437084555625915,-0.1464686393737793,0.9822918772697448,0.5153529644012451,0.4215162694454193,-0.0877716913819313,0.9977741837501526,0.5138537883758545,0.4237384498119354,0.087956964969635,0.9879736304283142
C,0.4807276129722595,0.174845814704895,-0.1208927109837532,0.9993929266929626,0.5097671151161194,0.2172817587852478,-0.1461125910282135,0.999975323677063,0.5055415034294128,0.2270937114953994,0.1429367065429687,0.9909462332725524,0.5083203911781311,0.3278247714042663,0.2063013017177581,0.0123059339821338,0.5056108832359314,0.3245068490505218,-0.16851906478405,0.9958441257476808,0.485794186592102,0.3633865714073181,0.136795163154602,0.0224287416785955,0.4504042267799377,0.3553383946418762,-0.1447988748550415,0.9833953380584716,0.5153534412384033,0.4216854572296142,-0.0869035199284553,0.997578501701355,0.5139791369438171,0.4234934747219085,0.0870486870408058,0.9865344166755676
C,0.4805672466754913,0.1738436222076416,-0.1264829188585281,0.9992534518241882,0.5082226395606995,0.2173321843147277,-0.1491962671279907,0.9999750256538392,0.505291759967804,0.2262686043977737,0.1422794461250305,0.990391492843628,0.5090450644493103,0.327475905418396,0.2004690319299698,0.0115548716858029,0.5083386301994324,0.3264961838722229,-0.1748149544000625,0.9961647391319276,0.4824045896530151,0.373468279838562,0.1213602498173713,0.0210361965000629,0.4540827572345733,0.3677921295166015,-0.1565077304840088,0.9845287799835204,0.5153480172157288,0.4223594069480896,-0.0866530835628509,0.997323215007782,0.5148336887359619,0.4233253300189972,0.0867787301540374,0.9849497675895692
C,0.4801831841468811,0.1728264242410659,-0.1308408379554748,0.9991729855537416,0.5069071650505066,0.217639610171318,-0.1521602123975753,0.9999727010726928,0.5049489140510559,0.2260564118623733,0.1393037885427475,0.9900233745574952,0.5093368887901306,0.3269390165805816,0.1942986994981765,0.0108212372288107,0.5094087719917297,0.3269164860248565,-0.1754352748394012,0.9960334300994872,0.4822562932968139,0.3777719736099243,0.1135781481862068,0.0198020134121179,0.4593865573406219,0.3746029436588287,-0.1538275182247162,0.9834383130073548,0.5153770446777344,0.4224785566329956,-0.0864944830536842,0.9970912933349608,0.5149233341217041,0.422952264547348,0.0866051316261291,0.983996331691742
C,0.4798327088356018,0.1725544780492782,-0.144639253616333,0.9991827607154846,0.506064236164093,0.2187290489673614,-0.1575172841548919,0.999970316886902,0.5049474239349365,0.2261277139186859,0.1315977275371551,0.9901241660118104,0.5094614028930664,0.3275631666183471,0.1846242547035217,0.0103868227452039,0.5096039772033691,0.3294562697410583,-0.1757817864418029,0.9956533908843994,0.4844788014888763,0.3865453600883484,0.1045207232236862,0.0187890287488698,0.4619667828083038,0.3834267258644104,-0.1522703766822815,0.9807785153388976,0.5154872536659241,0.4239532947540283,-0.0867315307259559,0.9969738721847534,0.5150220394134521,0.4235797524452209,0.086828626692295,0.9836456179618835
C,0.4796410799026489,0.1721809953451156,-0.1548516750335693,0.999215304851532,0.5060393810272217,0.2192081212997436,-0.1672622710466385,0.9999701976776124,0.5048500895500183,0.2262410074472427,0.1224543899297714,0.9904224872589112,0.5094273686408997,0.3291508853435516,0.1754064410924911,0.0102103967219591,0.5100610852241516,0.3306134939193725,-0.1892202198505401,0.9956842064857484,0.4851458370685577,0.3933373093605041,0.0957666784524917,0.0182959530502557,0.4645166993141174,0.3904072344303131,-0.1745197623968124,0.980249524116516,0.5156080722808838,0.4256529510021209,-0.0869134441018104,0.9968878030776978,0.514999270439148,0.4244458377361297,0.0870050638914108,0.9834508299827576
C,0.4792985916137695,0.1716212779283523,-0.1639554947614669,0.9992850422859192,0.5059036612510681,0.2205357551574707,-0.1757571399211883,0.9999712109565736,0.5048024654388428,0.2264884412288665,0.1159831658005714,0.9910197854042052,0.5095789432525635,0.3311602771282196,0.1700813472270965,0.0102059496566653,0.5102070569992065,0.3318241238594055,-0.1947087794542312,0.995810329914093,0.4875587821006775,0.3972720801830292,0.0924860537052154,0.0180176366120576,0.469733864068985,0.3992978930473327,-0.1766954362392425,0.9796921014785768,0.5156227350234985,0.4270706176757812,-0.087618887424469,0.9968491792678832,0.5149244666099548,0.4253315031528473,0.08769291639328,0.9834283590316772
